Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
Weekly SBU Kendo Armor Practice,2025-03-05 15:30:00-05:00,MAC Court in Recreation Center,Kendo Club at SBU,https://se-images.campuslabs.com/clink/images/ff073285-0b24-48b1-aa4d-1e96b1e959b8e38293a0-4797-4fc4-9da7-b74a10c58d7f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032879,"Weekly SBU kendo armor practice at the MAC court. *The MAC court is located in the basement of the Recreation Center.
No experience is needed, everyone is welcome. All equipment will be provided.",Kendo Club at SBU,Kendo Club at SBU,Credit,Sporting/Athletic Program,,2025-03-05 05:00:00
Hidden Treasures GBM #5: Sustainable Jeopardy Night,2025-03-05 17:00:00-05:00,SAC 305,Hidden Treasures,https://se-images.campuslabs.com/clink/images/36050e0e-1795-4270-9339-98bb6f14eb9c9285004c-463a-428a-9304-91e1973cfad3.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11095450,"Wednesday (3/5) from 5-5:50 PM in SAC 305
Join us for a night of sustainable jeopardy! There will be PRIZES (tba)!!!
Stop by for some drinks and snacks while you learn about what we, SBU Hidden Treasures, do and have planned for the semester!",Hidden Treasures,Hidden Treasures,"Free Food, Free Stuff, Credit",Arts & Crafts,,2025-03-05 05:50:00
CPO Mini-Series: Anxiety Toolbox,2025-03-05 17:00:00-05:00,CPO (Union 108),Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/f1085d95-e724-48b4-bfb3-c303b62ed741a5c63f39-dc62-4dd8-a305-040172bf26ec.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11012354,"Learn more about recognizing the signs of anxiety as well as strategies and resources for managing anxiety symptoms.
Email prevention_outreach@stonybrook.edu for accessibility needs.
",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-05 06:00:00
Carnaval!!!!,2025-03-05 17:00:00-05:00,DeVries Center - 204,Portuguese Language Club,https://se-images.campuslabs.com/clink/images/e9be0c58-efec-420b-af2c-cf4a5339307773b576f8-b908-4332-8631-ba3433952d9b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11101923,"Come join us for a fun evening with a lot of music, new words, culture, and celebration! In this General Body Meeting (GBM) for the Portuguese Language Club, we will have a Carnaval celebration and bring a lot of colors, music, words, and fun from Lusophone countries!",Portuguese Language Club,Portuguese Language Club,"Free Food, Credit",Arts & Crafts,,2025-03-05 07:00:00
QPR Training,2025-03-05 17:00:00-05:00,Union Auditorium,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/e9ea520d-11bb-4cb7-8884-a03d39a539b9e057f924-330c-4785-848c-1745a8e8f6a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836507,"Part of the CPO Upstander program - QPR teaches you how to recognize the signs of suicide and how to instill hope to live.

You must register for this training attinyurl.com/cpobystander

To earn theUpstander Award(includes a certificate and graduation cord), you will need to complete the following:
May 2026 graduates:complete Red Watch Band, QPR and Green Dot by January 1, 2026
May 2027 graduates:complete Red Watch Band, QPR and Green Dot by January 1, 2027
May 2028 graduates:complete Red Watch Band, QPR, Green Dot AND Hands-Only CPR by January 1, 2028

For accessibility needs please contact prevention_outreach@stonybrook.edu",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-05 07:00:00
3rd GBM: Good Luck Wishes,2025-03-05 18:30:00-05:00,Frey 309,Adobe Creatives at Stony Brook University,https://se-images.campuslabs.com/clink/images/5cc9229b-0197-41ff-8db5-0c5f081d75cb8a2c5487-aee3-4492-9c7a-c19c5088fdab.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11036791,"6:30 to 6:45 pm - welcome to Adobe Club
6:45 to 7 pm - Shoutout to best design (Vision Board) and Adobe Express Sign Up
7 to 7:15 pm - Tutorial on making a St.Patrick Pot/Women’s rights Good Luck poster + Making it
7:15 to 7:30 pm - giveaway and clean up",Adobe Creatives at Stony Brook University,Adobe Creatives at Stony Brook University,"Free Stuff, Credit","Professional development/Leadership, Civic Engagement",,2025-03-05 07:30:00
Iftar Pickup,2025-03-05 15:00:00-05:00,Stony Brook Union,Muslim Students’ Association,https://se-images.campuslabs.com/clink/images/918021af-857e-41c3-86a2-bd685d90d196ad5e440d-1ced-4849-8b45-850efb798c49.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11048504,Free food distribution to Muslim Brothers and Sisters for breaking their fast,Muslim Students’ Association,Muslim Students’ Association,Credit,N/A,,2025-03-05 09:00:00
Catan Board Game Night,2025-03-05 18:00:00-05:00,Student Activity Center 303,Tabletop Club,https://se-images.campuslabs.com/clink/images/08679ddc-1727-46fe-bbfb-aafca0657fee57b098ff-32f1-4b59-a785-017f0cfd6155.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11080539,"It's that time of year again where the tabletop club hosts our annual Catan Night! No experience with the game required, come join us!",Tabletop Club,Tabletop Club,Credit,Movies & Games,,2025-03-05 09:00:00
USG Probationary Budget Committee Meetings (PBC) Spring 2025,2025-03-05 19:00:00-05:00,"SAC 202, USG Suite",Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/6fa50c6c-49b4-4fe2-a043-952ce3f1165723a6ff66-92f2-4726-9697-10696b8e6908.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065051,"The Undergraduate Student Government Probationary Budget Committee is one of many committees held by the USG. The Probationary Budget Committee works towards reviewing PBC applications submitted by currently unfunded Clubs & Organizations.
Agendas to each Probationary Budget Committee Meeting are available upon request, and Meeting Minutes to each Probationary Budget Committee Meeting are available onthe USG Website.
For Zoom Accessibility, or for any other questions, comments, and/or concerns, please do not hesitate to reach out to the Office of the VP of Clubs & Orgs:usg_clubsandorgs@stonybrook.edu",Undergraduate Student Government,Undergraduate Student Government,Credit,N/A,,2025-03-05 09:00:00
Field Hockey Club Practice,2025-03-05 19:00:00-05:00,Campus Recreation Outdoor South Field Complex- Field A,Field Hockey Club Team,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971471,"Join Stony Brook Field Hockey Club! We practice every week on Monday and Wednesday from 7-9PM. NO PRIOR EXPERIENCE IS REQUIRED TO PLAY! Whether you are new to the sport or have years of experience, we encourage you to join us! Equipment is provided.",Field Hockey Club Team,Field Hockey Club Team,Credit,N/A,,2025-03-05 09:00:00
Study Cafe,2025-03-05 20:30:00-05:00,Chavez Hall,Chávez Tubman and Nobel Community,https://se-images.campuslabs.com/clink/images/ba297ca4-289a-4664-b4a4-0fb8bc868752efe25230-bea8-4ea1-9a9f-3c96862b9d01.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11079341,"Join RAs Sebastian, Zach, Kaan and Tatiana on a study cafe during midterm season!",Chávez Tubman and Nobel Community,Chávez Tubman and Nobel Community,"Free Food, Credit",N/A,,2025-03-05 09:30:00
Stony Brook Gospel Choir,2025-03-05 20:00:00-05:00,Staller A3220,Gospel Choir,https://se-images.campuslabs.com/clink/images/e32620fe-489e-47e8-a684-af5d6df65450b46ab855-21c7-4407-9aef-9275e76892ca.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10970204,"
Gospel Choir Rehearsals: 🎶🎶🎶
Come join Gospel Choir on Wednesdays from 8-10PM and select Sundays for a safe place to worship and fellowship together.
Everyone is welcome, especially musicians and singers- no experience required.
These rehearsals are a space and time to unite, fellowship, and prepare for our end-of-semester concert and other events.",Gospel Choir,Gospel Choir,Credit,N/A,,2025-03-05 10:00:00
SBU Club Swimming: Practice - Spring 2025,2025-03-05 21:00:00-05:00,University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/3e281a15-8e1f-4768-b81c-940d148df8c29d87fca4-2fff-4636-a628-907535e38bb0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926698,"Join us for our daily swim practice, all skill levels welcome!
We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,N/A,,2025-03-05 10:30:00
Wednesday Practice,2025-03-05 21:30:00-05:00,REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/e94abab1-bc3e-4b7e-94c2-aabc5c4ea409eb06cc84-fb72-462d-8957-c3ee4b0a3f79.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006309,Wednesday Practice,Wrestling Team,Wrestling Team,Credit,N/A,,2025-03-05 10:30:00
EndNote 21 Workshop,2025-03-06 11:00:00-05:00,Online,University Libraries,https://se-images.campuslabs.com/clink/images/51828cad-0669-4deb-9cd3-5aae80651183c92ecb29-42b1-4733-9e72-867843d17ee7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11070153,"Creating the bibliography is often the most tedious part of writing a research paper. Using EndNote, a bibliographic management software program, this task just became much easier. In this workshop learn: how to create an EndNote Library, how to download results from a literature search into EndNote, and how to organize your EndNote Library and much more. This workshop is led by Clara Tran, Head of Science and Engineering.

Please register ahead of time using thisZoom Registration link.",University Libraries,University Libraries,Credit,Virtual Event,,2025-03-06 12:00:00
Tennis Club - General Body Meeting/Match Play,2025-03-06 12:00:00-05:00,Eastern Athletic of Blue Point,Tennis Club,https://se-images.campuslabs.com/clink/images/4c85ef3f-e9b5-4361-8755-ad7cb354471c131b084d-e030-4356-a6a4-6524b9f23813.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971046,General Body Meeting and Match Play. RSVP by filling out the Google Form found in the Linktree below. New Google Forms open on the Sunday of each week and will close a day before each event. Look forward to seeing you all out there! :) https://linktr.ee/sbutennisclub,Tennis Club,Tennis Club,Credit,N/A,,2025-03-06 02:00:00
Table Tennis Ping Pong Practice Meeting,2025-03-06 12:30:00-05:00,MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/85da156f-8cc2-4ae8-8bdf-2534cd920888f1513b4c-5d6d-446f-88bf-fddb4a6f507f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007016,"4 meetings per week of general ping pong practices. All skill levels welcome. The tables will be set up for free play but if there are too many people, a couple of tables will be set as King of the Court or Around the World. Timers would also be set to rotate people in and out so that everyone can play. Paddles/Balls are supplied by the club, but feel free to bring your own equipment! Sometimes, practices will be more competitive and focused on higher levels of play if the level of interest is there. If you have any questions, go on the discord and ask: https://discord.gg/adEQyyaudE",Table Tennis Club,Table Tennis Club,Credit,Sporting/Athletic Program,,2025-03-06 02:00:00
Community Wellness Walk with CPO,2025-03-06 14:30:00-05:00,Union Suite 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/c5124239-63b1-4a2f-80f0-9932c8c5b924912fc521-dfbc-4821-b7d4-1a7d93f84088.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11054637,"Join CPO Peer educators and SBU community members for a one mile walk on campus every week!
Join us Thursday March 6th from 2:30-3:30pm for one of our weekly wellness walks!
All abilities are invited, no experience necessary, no one gets left behind
Email prevention_outreach@stonybrook.edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-06 03:30:00
CPO Mini-Series: Communication Crash Course,2025-03-06 16:00:00-05:00,CPO (Union 108),Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/e1eb4f51-7a34-440a-a001-5bbabb667ba0e6ac4e52-53f9-41d7-95c4-d76b2348b0be.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10996421,"Join CPO in this 3-part series to learn about healthy practices for communication, strategies for expressing your needs and setting boundaries, and skills for communicating across differences and managing conflict. Participation in all three sessions is not required!
Email prevention_outreach@stonybrook.edu for accessibility needs.",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-06 05:00:00
Mindful Moments,2025-03-06 16:30:00-05:00,Center for Prevention and Outreach,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/fa74b35b-0388-4641-b1bc-5188050f53708f79387c-d511-44f9-98b3-3cb6f90af8ed.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10919698,"Research shows that people who practice mindfulness are happier, motivated, have successful relationships, good physical health, less anxiety and less depression. Students can explore different ways to relax the body & calm the mind through peer led guided mindfulness activities.
Join CPO Peer Educators to explore different ways to relax the body and calm the mind!
Email prevention_outreach@stonybrook.edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",Health & Wellness,,2025-03-06 05:30:00
The Community Garden GBM 5: Shed Build with ASBO Part 2/Seeding Zinnia,2025-03-06 17:00:00-05:00,SAC Garden or Greenhouse,The Community Garden,https://se-images.campuslabs.com/clink/images/718c8fba-4748-4f20-90be-daa685504a4cf3d341fc-e7ec-4c1b-888c-493064256efd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11075133,Come join us for part 2 of our shed building collaboration with ASBO. You will also have the option of seeding Zinnia flowers at the Life Sciences Greenhouse - those who are interested in seeding should head to the Greenhouse instead.,The Community Garden,The Community Garden,Credit,N/A,,2025-03-06 06:00:00
Womens Club Lacrosse Practice,2025-03-06 17:00:00-05:00,South P Field A (Lot 40),Women's Club Lacrosse,https://se-images.campuslabs.com/clink/images/4559fd05-5ead-4cd4-b376-53029c48b2adf0f5c7ce-72af-4a93-b005-4f2577c1d438.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971510,Join us for our weekly practices! All skill levels are welcome. Equipment is available to borrow.,Women's Club Lacrosse,Women's Club Lacrosse,Credit,N/A,,2025-03-06 07:00:00
VAW Dental meeting,2025-03-06 18:00:00-05:00,LIBRRY E4310,Volunteers Around the World: Dental Outreach,,https://stonybrook.campuslabs.com/engage/event/11077069,"We will be hosting weekly meetings from 6 to 7 PM, which will include necessary trainings to prepare dental interns for their upcoming dental internship abroad.",Volunteers Around the World: Dental Outreach,Volunteers Around the World: Dental Outreach,Credit,N/A,,2025-03-06 07:00:00
Clay Making,2025-03-06 18:00:00-05:00,Union L06-02,Music and Medicine,,https://stonybrook.campuslabs.com/engage/event/11046049,Join Music and Medicine at our clay making event! Create your own sculptures out of air dry clay - all materials and tools will be provided!,Music and Medicine,Music and Medicine,Credit,N/A,,2025-03-06 07:00:00
Ceramics Club GBM #5: Nerikomi Event,2025-03-06 18:00:00-05:00,Student Union Club Hub (Multipurpose Room),Ceramics Club,https://se-images.campuslabs.com/clink/images/97a459e7-5fd8-48fc-9e2a-d7ec80d6a911be8deab8-7dc3-413e-b4d8-bef6daf37d0d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007800,"Join us at our fifth GBM of the spring semester on March 6th at 6 PM in the Student Union Club Hub (Multipurpose Room) to create nerikomi inspired plates.
**Please note that this event is first-come first serve, in which this event will be limited to 40 people.",Ceramics Club,Ceramics Club,"Free Stuff, Credit",Arts & Crafts,,2025-03-06 07:00:00
KCF GBM,2025-03-06 19:00:00-05:00,Staller FINART M0113,Korean Christian Fellowship,https://se-images.campuslabs.com/clink/images/3feb258f-fb5a-4bb3-afdb-95adaf4802320d5f45c6-abce-4635-9ced-9e711e56ec42.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10925528,"Weekly meeting for members to fellowship, meet, and worship together.",Korean Christian Fellowship,Korean Christian Fellowship,Credit,Religious Service / Celebration,,2025-03-06 07:50:00
International Women's Day Bouquet Making with Russian Corner,2025-03-06 19:00:00-05:00,Union Multipurpose Room,Russian Corner,https://se-images.campuslabs.com/clink/images/3eea8fb1-89bf-4c0c-af0f-aa02c4c3bc16ed7077ff-3a80-443d-b643-958955de574e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035397,"Celebrate women's beauty, strength, and resilience worldwide with a hands-on bouquet-making workshop in honor of International Women’s Day! Make a flower bouquet for yourself and/or the most important women in your life.",Russian Corner,Russian Corner,"Free Stuff, Credit",N/A,,2025-03-06 08:00:00
Solar Racing Bi-Weekly General Body Meetings,2025-03-06 19:00:00-05:00,Frey 226,Solar Racing,https://se-images.campuslabs.com/clink/images/c820cab9-3ac3-48fd-acd8-1d20c415cc9a458cb651-06ca-4eb1-a668-787e714da509.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966989,A time for the Solar Racing team to hold their bi-weekly general body meetings where general body members participate in fun events.,Solar Racing,Solar Racing,Credit,N/A,,2025-03-06 08:00:00
Dreiser Hall Pool Tournament w/ RA Joey,2025-03-06 19:00:00-05:00,Dreiser Hall Recreation Room,Tabler Community,https://se-images.campuslabs.com/clink/images/82fff974-4b95-461c-8fa5-5ac51c253d8e66ef375a-75a3-4d89-8da9-c5740d958fcf.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11103177,"Anyone is welcome to come compete in this 80s style ""bar"" pool tournament with free snacks, drinks, and a prize for the winner! The event will be held in the Dreiser Hall recreation room (in the basement)! Please contact joseph.litjens@stonybrook.edu for more information.",Tabler Community,Tabler Community,"Free Food, Free Stuff, Credit",Movies & Games,,2025-03-06 08:30:00
MSA Iftar Distribution,2025-03-06 15:00:00-05:00,Stony Brook Union,Muslim Students’ Association,https://se-images.campuslabs.com/clink/images/863f2736-af56-484a-bb1d-de2c10b5857ddc9d6ab2-5c53-4837-a922-6a5eb0b704ad.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11066184,Free food distribution to Muslim brothers and sisters for breaking their fasts,Muslim Students’ Association,Muslim Students’ Association,Credit,N/A,,2025-03-06 09:00:00
The Fujian Express,2025-03-06 19:00:00-05:00,LDS Bauman Center,Fujianese Culture Club,https://se-images.campuslabs.com/clink/images/e464f356-bb01-4a6f-b183-2b5a4adf53645e79497c-8ffa-4ca4-bd26-ed4c929a7df2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077814,"All aboard The Fujian Express! 🚂💨 Join FCC on March 6th at Bauman Center for a culinary and cultural journey through Fujian. 🌏🥢 Explore five distinct cities with engaging games, activities, delicious food, performances, and a chance to win a prize!🎁",Fujianese Culture Club,Fujianese Culture Club,"Free Food, Credit","Asian, Pacific Islander, Desi American Heritage Month",,2025-03-06 09:00:00
Ski and Snowboard Club Weekly Meetings,2025-03-06 20:00:00-05:00,"Stony Brook Union,",Ski and Snowboard Club at Stony Brook,,https://stonybrook.campuslabs.com/engage/event/11057500,This is for the weekly meetings of the SBU ski and snowboard club.,Ski and Snowboard Club at Stony Brook,Ski and Snowboard Club at Stony Brook,Credit,N/A,,2025-03-06 10:00:00
SBU Club Swimming: Practice - Spring 2025,2025-03-06 21:00:00-05:00,University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/3e281a15-8e1f-4768-b81c-940d148df8c29d87fca4-2fff-4636-a628-907535e38bb0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926699,"Join us for our daily swim practice, all skill levels welcome!
We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,N/A,,2025-03-06 10:00:00
USG Spring Senate Meeting,2025-03-06 19:30:00-05:00,SAC 302,Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/06b990a7-efe4-4edc-975a-4b325304f5c43c2f9a2b-e1ab-40c1-a8a2-c1031d79fe59.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10815224,Agenda:AgendasStony Brook Undergraduate Student Government Senate Meeting. The meeting starts at 7:30 PM in SAC 302 or on ZoomJoin Zoom Meetinghttps://stonybrook.zoom.us/j/98098084342?pwd=cR8gA27AoIPmTBS9LVH7rY4EvAquVY.1Meeting ID: 980 9808 4342Passcode: 632172,Undergraduate Student Government,Undergraduate Student Government,Credit,N/A,,2025-03-06 10:30:00
Taandava Practice 24-25 Thursday (Jan 2 - May 8),2025-03-06 20:00:00-05:00,Union L06-01A/ Union Club Hub,Taandava,,https://stonybrook.campuslabs.com/engage/event/10400859,Taandava will host weekly Thursday practices at the Union.,Taandava,Taandava,Credit,N/A,,2025-03-06 10:30:00
Thursday Practice,2025-03-06 21:30:00-05:00,REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/037361c0-fb3b-449b-b220-965276d0ae647b212000-ead3-4b2f-a701-258da720702e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006346,Thursday Practice,Wrestling Team,Wrestling Team,Credit,N/A,,2025-03-06 10:30:00
Ice Hockey: Thursday Practice (Spring),2025-03-06 22:00:00-05:00,The Rinx,Ice Hockey,https://se-images.campuslabs.com/clink/images/7db82c34-181a-4895-af33-9c853d3358719b214c52-30aa-4d91-832f-73db12f63891.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10324685,The Ice Hockey Club will practice on Thursdays at The Rinx.,Ice Hockey,Ice Hockey,Credit,Sporting/Athletic Program,,2025-03-06 11:00:00
BMES Regeneron Facility Trip,2025-03-07 08:00:00-05:00,"Regeneron Pharmaceuticals, Inc.",Biomedical Engineering Society,https://se-images.campuslabs.com/clink/images/689c5f98-ede8-4da5-a51a-9b5cebca8dae99b5043f-9687-46d0-bce2-37ea511da823.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11097073,"BMES will take students to the Regeneron Facility in Tarrytown, NY.",Biomedical Engineering Society,Biomedical Engineering Society,Credit,N/A,,2025-03-07 09:00:00
Spring '25 Open Practice,2025-03-07 11:00:00-05:00,Walter J. Hawrys Campus Recreation Center,Women's Club Basketball,https://se-images.campuslabs.com/clink/images/651cde31-d7db-4a14-865f-a74f4164663c57942863-cb3b-46d2-aeff-6b4121aec711.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971572,"Our weekly practices focus on developing skills that can translate to both athletic ability and personal life skills. This time allows for the engagement with a community of girls who enjoy playing the game of basketball together. We are also using this time to prepare for club events, games, tournaments, etc.",Women's Club Basketball,Women's Club Basketball,Credit,N/A,,2025-03-07 12:00:00
Music Check In,2025-03-07 13:00:00-05:00,WUSB Radio Station - 2nd Floor of West Side Dining,WUSB,https://se-images.campuslabs.com/clink/images/d6ae8dcf-fa64-4813-a37a-76ce81b7d3fcdb05db23-b6ef-42b5-b548-8ff8deb2995f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087584,Join us as we listen to new/unreleased music that gets sent to the station!,WUSB,WUSB,Credit,N/A,,2025-03-07 02:00:00
Trivia Party: Stress in College,2025-03-07 13:00:00-05:00,Union 108 - CPO Office,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/8e4cbfcf-7d93-4738-afe2-3a9343f8716f97df949c-23e7-4ddf-9d5b-722293049ffc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11092658,"Join us as we learn about a new topic, win prizes and enjoy some yummy treats and mocktails!

Today's Topic: Stress in College",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Food, Free Stuff, Credit",Health & Wellness,,2025-03-07 02:00:00
Table Tennis Ping Pong Practice Meeting,2025-03-07 13:30:00-05:00,MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/85da156f-8cc2-4ae8-8bdf-2534cd920888f1513b4c-5d6d-446f-88bf-fddb4a6f507f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007017,"4 meetings per week of general ping pong practices. All skill levels welcome. The tables will be set up for free play but if there are too many people, a couple of tables will be set as King of the Court or Around the World. Timers would also be set to rotate people in and out so that everyone can play. Paddles/Balls are supplied by the club, but feel free to bring your own equipment! Sometimes, practices will be more competitive and focused on higher levels of play if the level of interest is there. If you have any questions, go on the discord and ask: https://discord.gg/adEQyyaudE",Table Tennis Club,Table Tennis Club,Credit,Sporting/Athletic Program,,2025-03-07 03:00:00
Take-To: Spring Wellness Walk,2025-03-07 14:00:00-05:00,Union Suite 108,Roosevelt Community,https://se-images.campuslabs.com/clink/images/1f0e5b18-928c-43ed-8b84-a7c39ae93104e0e56638-d575-4743-aa2c-c1a10a18ac8d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11075053,"Join RA Chase for aCPO Wellness Walk. Get outside away from the walls of the dorm. Experience some fresh air and sunlight on a leisure walk for yourself. We will be joining CPO Peer Educators for a 1 mile walk Community wellness walk. The walk is held weekly, no experience is necessary, and no one gets left behind!

CPO Event link:
https://stonybrook.campuslabs.com/engage/event/11055454",Roosevelt Community,Roosevelt Community,Credit,Health & Wellness,,2025-03-07 03:00:00
Community Wellness Walk with CPO,2025-03-07 14:00:00-05:00,Union Suite 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/964585fe-fe36-4a58-893c-cd779e9b5f282b1d4d05-8465-46d2-96c8-bf0d0f9792bc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11055454,"Join CPO Peer educators and SBU community members for a one mile walk on campus every week!
Join us Friday March 7th from 2-3pm for one of our weekly wellness walks!
All abilities are invited, no experience necessary, no one gets left behind
Email prevention_outreach@stonybrook.edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-07 03:00:00
Trivia Party with CPO,2025-03-07 14:30:00-05:00,Union 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/d4ca44d9-9d98-4bd4-9b6c-28ac7ca74a58b42705de-1ffa-4598-87c8-86ecbabc447f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11094258,"Join us as we learn about a new topic, win prizes and enjoy some yummy treats!

Today's Topic: Social Media & Mental Health",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",Health & Wellness,,2025-03-07 03:30:00
SBSNA Spring Blood Drive,2025-03-07 08:00:00-05:00,Stony Brook University Hospital Blood Bank,Stony Brook Student Nurses' Association,https://se-images.campuslabs.com/clink/images/cba168f4-1dab-4ae1-a09a-391557d602a815cbcade-3517-4b78-86f9-09b35699b387.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11091456,This is an event for all of the cohorts to have the opportunity to donate blood to the Stony Brook Hospital Blood Bank and each donor will receive a prize (please inquire within the bloodbank). The Stony Brook Blood Bank is in dire need of blood donors and every opportunity to donate blood is a contribution to someone else's good health.,Stony Brook Student Nurses' Association,Stony Brook Student Nurses' Association,Credit,Community Service,,2025-03-07 04:00:00
