Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
Chess Club Weekly GBM,"Wednesday, April 16 at 7:00PM EDT",Harriman Hall Room 243,Chess Club,https://se-images.campuslabs.com/clink/images/4568c8e0-961f-4486-b33d-a6008f896e10b8ec4b6b-5359-407b-9339-a9d47d0b5ab3.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10916688,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stony Brook Gospel Choir,"Wednesday, April 16 at 8:00PM EDT",Staller A3220,Gospel Choir,https://se-images.campuslabs.com/clink/images/e32620fe-489e-47e8-a684-af5d6df65450b46ab855-21c7-4407-9aef-9275e76892ca.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10970210,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SBU Club Swimming: Practice - Spring 2025,"Wednesday, April 16 at 9:00PM EDT",University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/35d63411-d55e-40d6-bb3d-732d86a067830a0ab47e-1d8d-491c-a497-a7d3b9198691.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926722,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Kick Boxing Practice,"Wednesday, April 16 at 9:00PM EDT",Studio 216 Recreation Center,Kickboxing Club,https://se-images.campuslabs.com/clink/images/b6ee341c-ba0d-4f68-987c-5058581ee591438e36d9-f1b7-4e54-a5fe-dcb60155e522.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006623,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wednesday Practice,"Wednesday, April 16 at 9:30PM EDT",REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/e94abab1-bc3e-4b7e-94c2-aabc5c4ea409eb06cc84-fb72-462d-8957-c3ee4b0a3f79.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006314,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Table Tennis Ping Pong Practice Meeting,"Thursday, April 17 at 12:30PM EDT",MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/1ac470b1-1a17-44e7-900e-389f06db12b2ecd3f34f-956c-4884-93f8-58763e1b588d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007039,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
One Love: Amor Del Bueno,"Thursday, April 17 at 2:00PM EDT",Online,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/b4489b53-8fe3-48ff-9341-2cf93da6389b04f39a68-75e9-4252-a299-5e1b972d785d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10976996,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
PSSBU'S Spring Has Sprung Bakesale,"Thursday, April 17 at 12:00PM EDT",SAC LOBBY 01,Project Sunshine,N/A,https://stonybrook.campuslabs.com/engage/event/10303948,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Beginner Tap Class,"Thursday, April 17 at 4:00PM EDT",Student Union Multi-Purpose Room,Dynamic Dance,https://se-images.campuslabs.com/clink/images/b6801757-ebd3-49c6-ac9a-9a55f637043f1ba2c9bb-260a-4a4d-9751-ef9242410816.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10965746,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Mindful Moments,"Thursday, April 17 at 4:30PM EDT",Center for Prevention and Outreach,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/fa74b35b-0388-4641-b1bc-5188050f53708f79387c-d511-44f9-98b3-3cb6f90af8ed.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10919703,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Promoting Electric Propulsion Competition 2025,"Tuesday, April 15 at 12:00PM EDT",First Landing State Park,Solar Racing,https://se-images.campuslabs.com/clink/images/0bbcbe77-dfac-4945-a277-de940bd175b69764e3b2-c25c-47c3-9760-dac47378195d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10675667,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Womens Club Lacrosse Practice,"Thursday, April 17 at 5:00PM EDT",South P Field A (Lot 40),Women's Club Lacrosse,https://se-images.campuslabs.com/clink/images/5e74d445-3c10-4347-8d8e-5a3a8fbd87fbbafaa732-03ff-4027-be8b-9253c0eefb37.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971530,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
VAW Dental meeting,"Thursday, April 17 at 6:00PM EDT",LIBRRY E4310,Volunteers Around the World: Dental Outreach,N/A,https://stonybrook.campuslabs.com/engage/event/11077074,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Ceramics Club GBM #9: Self Watering Pot with Stakes Event,"Thursday, April 17 at 6:00PM EDT",Student Union Club Hub (Multipurpose Room),Ceramics Club,https://se-images.campuslabs.com/clink/images/6c06ce52-30d5-4c94-b13e-17c7ea04d77be56c0d2e-2535-4b77-8c64-4b99efb96222.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035454,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
KCF GBM,"Thursday, April 17 at 7:00PM EDT",Staller FINART M0113,Korean Christian Fellowship,https://se-images.campuslabs.com/clink/images/3feb258f-fb5a-4bb3-afdb-95adaf4802320d5f45c6-abce-4635-9ced-9e711e56ec42.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10925533,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Swifties @ SBU General Body Meeting,"Thursday, April 17 at 7:00PM EDT",Humanities 2045,Swifties at SBU,https://se-images.campuslabs.com/clink/images/623ab624-15ef-403f-bdbe-6b5d2b13d1868a610afa-1c62-4ed1-8527-312ecca1da08.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11057444,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Achillean Attraction,"Thursday, April 17 at 7:00PM EDT",LGBTQ* Center,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/537dfb4e-f6da-47a5-bbed-01697dc37d8742a48908-eee0-446f-b9d4-733e57612adf.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11041660,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
NNCEMS General Body Meeting,"Thursday, April 17 at 7:00PM EDT",Frey Hall 222,Non-Native Communication in Emergency Medical Services,https://se-images.campuslabs.com/clink/images/3b169b32-2636-4c18-924c-68d2d1fe483762fcf673-4afc-4743-8c26-5c8ad6580007.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11026152,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
LGBTA General Body Meeting!,"Thursday, April 17 at 7:00PM EDT",SAC 306,Lesbian Gay Bisexual Transgender Alliance,https://se-images.campuslabs.com/clink/images/04630b2d-79a2-421b-a2c4-9371936a796dde2ab55b-2a5c-44df-a11e-4a9146154ffd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11080628,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
NNCEMS General Body Meeting,"Thursday, April 17 at 7:00PM EDT",Frey Hall 222,Non-Native Communication in Emergency Medical Services,https://se-images.campuslabs.com/clink/images/3b169b32-2636-4c18-924c-68d2d1fe483762fcf673-4afc-4743-8c26-5c8ad6580007.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11026151,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
TSA Presents: Shadowing GBM,"Thursday, April 17 at 7:00PM EDT",SAC Ballroom B,Taiwanese Students Association,N/A,https://stonybrook.campuslabs.com/engage/event/10292183,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Psychology Student Alliance: Annual Gala,"Thursday, April 17 at 7:00PM EDT",SAC Ballroom A,Psychology Student Alliance,https://se-images.campuslabs.com/clink/images/d8e0f191-86b5-42b2-8764-2d4998550a3e22b08701-c0fb-466c-970c-f2a24f667d7f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10697363,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Weekly Guitar Tutoring,"Thursday, April 17 at 7:00PM EDT",FINEART M2314,Music Makers,N/A,https://stonybrook.campuslabs.com/engage/event/11086723,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Large Group,"Thursday, April 17 at 8:00PM EDT",ESS 131,Intervarsity Christian Fellowship,https://se-images.campuslabs.com/clink/images/05103374-0edc-4cc2-a380-9bebdc043a754e2157e7-34e6-4f5f-a603-b10f9ca7a7d9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10967032,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Raaswalas Practice,"Thursday, April 17 at 7:00PM EDT",BENEDICT LOBBY C119,Raaswalas,N/A,https://stonybrook.campuslabs.com/engage/event/10383880,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Chess Club Weekly GBM,"Thursday, April 17 at 7:00PM EDT",Harriman Hall Room 243,Chess Club,https://se-images.campuslabs.com/clink/images/4568c8e0-961f-4486-b33d-a6008f896e10b8ec4b6b-5359-407b-9339-a9d47d0b5ab3.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10916689,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Ski and Snowboard Club Weekly Meetings,"Thursday, April 17 at 8:00PM EDT","Stony Brook Union,",Ski and Snowboard Club at Stony Brook,N/A,https://stonybrook.campuslabs.com/engage/event/11057506,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SBU Club Swimming: Practice - Spring 2025,"Thursday, April 17 at 9:00PM EDT",University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/35d63411-d55e-40d6-bb3d-732d86a067830a0ab47e-1d8d-491c-a497-a7d3b9198691.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926723,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
USG Spring Senate Meeting,"Thursday, April 17 at 7:30PM EDT",SAC 302,Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/06b990a7-efe4-4edc-975a-4b325304f5c43c2f9a2b-e1ab-40c1-a8a2-c1031d79fe59.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10815229,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Taandava Practice 24-25 Thursday (Jan 2 - May 8),"Thursday, April 17 at 8:00PM EDT",Union L06-01A/ Union Club Hub,Taandava,N/A,https://stonybrook.campuslabs.com/engage/event/10400864,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Thursday Practice,"Thursday, April 17 at 9:30PM EDT",REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/037361c0-fb3b-449b-b220-965276d0ae647b212000-ead3-4b2f-a701-258da720702e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006351,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Ballroom Dance Team Spring 2025 Weekly Practices,"Thursday, April 17 at 9:45PM EDT",Rec 216,Ballroom Dance Team,https://se-images.campuslabs.com/clink/images/911c1ab0-fea4-4dbe-adeb-44c1e766236cffdc2151-1c81-4531-91d9-86843c171e1e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032794,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Spring '25 Open Practice,"Friday, April 18 at 11:00AM EDT",Walter J. Hawrys Campus Recreation Center,Women's Club Basketball,https://se-images.campuslabs.com/clink/images/651cde31-d7db-4a14-865f-a74f4164663c57942863-cb3b-46d2-aeff-6b4121aec711.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971582,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Trivia Party: Stress in College,"Friday, April 18 at 11:00AM EDT",Union 108 - CPO Office,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/8e4cbfcf-7d93-4738-afe2-3a9343f8716f97df949c-23e7-4ddf-9d5b-722293049ffc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11092660,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Music Check In,"Friday, April 18 at 1:00PM EDT",WUSB Radio Station - 2nd Floor of West Side Dining,WUSB,https://se-images.campuslabs.com/clink/images/d6ae8dcf-fa64-4813-a37a-76ce81b7d3fcdb05db23-b6ef-42b5-b548-8ff8deb2995f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087590,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Red Watch Band Virtual Training,"Friday, April 18 at 1:00PM EDT",Virtual,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/98f6f3cc-65e3-4b13-9812-35867ea9402b6277721a-1bdf-47fb-b8ae-1cba59da4b6b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836285,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Table Tennis Ping Pong Practice Meeting,"Friday, April 18 at 1:30PM EDT",MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/1ac470b1-1a17-44e7-900e-389f06db12b2ecd3f34f-956c-4884-93f8-58763e1b588d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007040,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Queer Gaming Affinity Group,"Friday, April 18 at 3:00PM EDT",LGBTQ* Center,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/37a1b182-fabe-4827-a27c-7fada05650b788735b68-3117-48dd-83a8-9740671c20a9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11040347,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Badminton Club Weekly Meeting,"Friday, April 18 at 3:00PM EDT",MAC Courts,Badminton Club,https://se-images.campuslabs.com/clink/images/54b663b5-b563-449d-a522-bdc04c006ca67bb33c44-46f2-49a6-abc3-5ee3e400a9b7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007155,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Quiz Bowl General Body Meeting,"Friday, April 18 at 4:00PM EDT",SAC 302,Quiz Bowl and Trivia Club at Stony Brook University,https://se-images.campuslabs.com/clink/images/31ce1c19-f53b-45c9-aac1-4c42d0d43f9c9d9e5236-6dfd-41af-b2a2-b1c1987ffd46.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10542814,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Confines in Cuisine,"Friday, April 18 at 4:00PM EDT",LGBTQ* Center,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/d43b0e32-44da-46c7-bd4d-696efedb9d2ac125688d-8ef3-4841-84b9-66a353f06b99.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11041424,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Cybersecurity Club General Body Meeting,"Friday, April 18 at 5:00PM EDT",Melville W4550,Cybersecurity Club,N/A,https://stonybrook.campuslabs.com/engage/event/11091528,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Dodgeball Club Practice,"Friday, April 18 at 4:30PM EDT",Campus Recreation Center Wood Court #3,Dodgeball Club,https://se-images.campuslabs.com/clink/images/d3e2fe13-bad3-40bf-80e0-b8576f54b38794f0c2f4-8661-4dcd-9789-081868a76985.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971331,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Fencing Practice,"Friday, April 18 at 5:00PM EDT",MAC Courts,Fencing Club,https://se-images.campuslabs.com/clink/images/0d0b75e2-1a07-4b9d-916c-0e763a983ed61f90f564-226c-4ec6-ba24-24fb826455bc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926765,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Origami Freestyle GBM,"Friday, April 18 at 6:00PM EDT",SAC 305,Origami Club at SBU,N/A,https://stonybrook.campuslabs.com/engage/event/10870098,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Freshman Small Group,"Friday, April 18 at 6:00PM EDT",SAC 311,Intervarsity Christian Fellowship,N/A,https://stonybrook.campuslabs.com/engage/event/11040179,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Womens Club Lacrosse Practice,"Friday, April 18 at 5:00PM EDT",South P Field A (Lot 40),Women's Club Lacrosse,https://se-images.campuslabs.com/clink/images/5e74d445-3c10-4347-8d8e-5a3a8fbd87fbbafaa732-03ff-4027-be8b-9253c0eefb37.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971531,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Strength Club Presents: General Body Meeting,"Friday, April 18 at 6:15PM EDT",Multi-Purpose Room,Strength Club at Stony Brook University,https://se-images.campuslabs.com/clink/images/f00568e6-1ea1-4a6c-93e1-45e64e151606cbfda2ba-315b-4e93-b4a4-9e5d52ff8fc8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11028599,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Fine Arts Organization Figure Drawing GBM,"Friday, April 18 at 5:00PM EDT",Staller 4218,Fine Arts Organization ,N/A,https://stonybrook.campuslabs.com/engage/event/11088818,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Friday Volleyball Club Practice,"Friday, April 18 at 6:00PM EDT",Campus Recreation Center Wood Courts 2/3,Volleyball Club at SBU,https://se-images.campuslabs.com/clink/images/620baf3f-3b36-46ce-b902-08f00274e63d53143e65-1d3f-4744-b647-e62cc7b1ccc2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971375,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Friday Practice,"Friday, April 18 at 6:30PM EDT",REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/74fd0372-958a-4f0e-b53c-71354a7dc114146913f9-5a74-4fb2-856b-74fcdaeb94d5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006364,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Tabletop Weekly GBM,"Friday, April 18 at 4:00PM EDT",N101 Ward Melville Social and Behavioral Sciences Building (SBS),Tabletop Club,https://se-images.campuslabs.com/clink/images/79b9b603-ebd6-4c6d-8db0-4e0115e6e6c209d62025-de4f-4dd6-a73b-a41b89e9dfeb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11094297,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Weekly SBU Kendo Practice,"Friday, April 18 at 6:30PM EDT",MAC Court in Recreation Center,Kendo Club at SBU,https://se-images.campuslabs.com/clink/images/da8bfde6-e62e-4a7b-b577-b7739ae6f91cbb2ebd40-46a4-4322-94bc-547920383419.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035466,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Strength Club Alumni Night,"Friday, April 18 at 6:00PM EDT",Student Activities Center Shore Club - 169,Strength Club at Stony Brook University,https://se-images.campuslabs.com/clink/images/f68cdf1a-730f-450e-9a0a-e18a873283ffcc4196cb-288d-440e-a6c3-06e5a82d8f08.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971262,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Solve it Squad Rehearsals,"Friday, April 18 at 7:00PM EDT",Staller 3218,Pocket Theatre,https://se-images.campuslabs.com/clink/images/729cec61-08c2-4100-a0db-d7f3a08b2bdef728b056-901e-42c1-86d9-5d210fbeea4f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087836,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Kick Boxing Practice,"Friday, April 18 at 7:00PM EDT","Studio 128, Recreation Center",Kickboxing Club,https://se-images.campuslabs.com/clink/images/5a003535-c32a-4d71-b18d-787fec04e0daee8e5504-96ea-4f19-a88f-458d8e652e98.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006607,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Taiko Tides Rehearsal,"Friday, April 18 at 5:00PM EDT",Staller Center for the Arts - M0113,Taiko Tides,https://se-images.campuslabs.com/clink/images/ffbfd949-6478-49da-8f11-d7e8e8eec13d5b192546-c281-4799-9e64-46e8d32b65b0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11036872,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Movie Night,"Friday, April 18 at 8:00PM EDT",Wagner Lounge,Roosevelt Community,https://se-images.campuslabs.com/clink/images/69dc5b57-2767-4cee-b33f-3755243e42430e0ce6af-f86c-4a7b-b57b-577ce2d46526.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10994912,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Open Mic Night,"Friday, April 18 at 7:30PM EDT",SAC Ballroom B,Wolfie’s Big Band,https://se-images.campuslabs.com/clink/images/ef6e268d-30e6-4c07-bc27-2c2a050cc9c7222e9309-1dbd-41c6-bf11-77fa0a3dd032.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11078214,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Spring '25 Open Practice,"Saturday, April 19 at 11:00AM EDT",Walter J. Hawrys Campus Recreation Center,Women's Club Basketball,https://se-images.campuslabs.com/clink/images/651cde31-d7db-4a14-865f-a74f4164663c57942863-cb3b-46d2-aeff-6b4121aec711.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971583,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Horseback Riding Trip,"Saturday, April 12 at 11:00AM EDT",Parkview Riding,Recreation and  Wellness,https://se-images.campuslabs.com/clink/images/0741d114-3fbb-4713-9051-2c365c9988729b3eb3d7-4426-43d8-8144-6dabb9ad3713.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966618,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Wolfie's Big Band Rehearsal,"Saturday, April 19 at 1:00PM EDT",Union L03 (Basement Rehearsal Room),Wolfie’s Big Band,https://se-images.campuslabs.com/clink/images/3ea810b4-f842-4177-acc4-1fc01b6c94b5887b880a-ca72-49fb-9d06-bc24c914634f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10452168,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Saturday Volleyball Club Practice,"Saturday, April 19 at 3:00PM EDT",Campus Recreation Center Wood Courts 2/3,Volleyball Club at SBU,https://se-images.campuslabs.com/clink/images/37a09022-43a9-4581-bf5d-1751b8d89a87b03f2af8-0674-491a-8b0a-af429a8788a4.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971388,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Fencing Practice,"Saturday, April 19 at 3:00PM EDT",CRC - MAC Courts,Fencing Club,https://se-images.campuslabs.com/clink/images/18f26112-6ca0-455b-bd58-286b64e462150a42aa9e-4650-4545-878b-0695811aa984.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926786,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
NYS Championship Regatta,"Saturday, April 19 at 8:00AM EDT",Saratoga Race Course,Crew at Stony Brook University,https://se-images.campuslabs.com/clink/images/58cb0107-4cfd-4818-a749-6572af0a5c6435a30a6d-dd50-45b5-9f6e-9d40a7050b56.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065478,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Delaware Spring Open,"Saturday, April 19 at 9:00AM EDT",North East River Yacht Club,Sailing,https://se-images.campuslabs.com/clink/images/a742ec92-9445-4194-831a-8e91f5ab97e8635c0836-758d-41d1-a676-819bb0e68ee7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035260,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
America Trophy,"Saturday, April 19 at 9:00AM EDT",Merrill Family Sailing Center,Sailing,https://se-images.campuslabs.com/clink/images/da4d70f6-c65a-49d3-a246-79ef099b7a45edfe0c21-5c0f-4604-a729-3d22acb65bee.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032730,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Table Tennis Ping Pong Practice Meeting,"Saturday, April 19 at 4:30PM EDT",MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/1ac470b1-1a17-44e7-900e-389f06db12b2ecd3f34f-956c-4884-93f8-58763e1b588d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007041,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Punjabi Mela,"Saturday, April 19 at 6:00PM EDT",LDS Bauman Center,Brook Bhangra,https://se-images.campuslabs.com/clink/images/f94195a5-34b8-4226-830d-775dc664270626d74c33-efca-4cca-a641-d7df3a9562af.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10231420,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
QueerMedia Affinity Group,"Saturday, April 19 at 6:30PM EDT",LGBTQ* Center,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/9ade68ee-a8c5-46f2-9ebc-9329e9ce9cf343a9fa7b-ebe7-400b-a789-d43302f6bd2f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11043532,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Brook Con,"Saturday, April 19 at 10:00AM EDT",Student Activities Center,Unknown Club,https://se-images.campuslabs.com/clink/images/752fe6cf-8598-4a69-b04f-42726cb7fd4659a32594-e612-4e7e-8976-28566b684302.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11094167,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Delaware Spring Open,"Sunday, April 20 at 9:00AM EDT",North East River Yacht Club,Sailing,https://se-images.campuslabs.com/clink/images/a742ec92-9445-4194-831a-8e91f5ab97e8635c0836-758d-41d1-a676-819bb0e68ee7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035261,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
America Trophy,"Sunday, April 20 at 9:00AM EDT",Merrill Family Sailing Center,Sailing,https://se-images.campuslabs.com/clink/images/da4d70f6-c65a-49d3-a246-79ef099b7a45edfe0c21-5c0f-4604-a729-3d22acb65bee.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032731,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
